destinasi,nama_hotel,jenis,alamat,kota,provinsi,latitude,longitude,harga,rating,jumlah_ulasan,jumlah_foto,kasta_bintang,foto_url,website,maps_url,google_maps_link,fasilitas_sarapan,jarak_ke_pusat_km,saingan_radius_1km,total_demand_area,is_nature_view,is_premium,indeks_investasi,skor_popularitas,foto_per_ulasan,log_ulasan,indeks_investasi_clipped,indeks_investasi_clipped_scaled,saingan_radius_1km_scaled,total_demand_area_scaled,skor_popularitas_scaled,jarak_ke_atraksi_terdekat_km,nama_atraksi_terdekat,jumlah_atraksi_radius_5km,klaster_dbscan,status_ocean,koef_jarak_ke_pusat_km,koef_saingan_radius_1km,koef_foto_per_ulasan,koef_jarak_ke_atraksi_terdekat_km,koef_jumlah_atraksi_radius_5km,r2_lokal,model_dipakai,competition_score,accessibility_score,demand_score,quality_score,jarak_atraksi_score,kepadatan_atraksi_score,ecosystem_score,opportunity_score,rekomendasi_investasi,cluster_label,market_segment
Danau Toba,Ambaroba Hotel,Hotel,"Jl. Lkr. Tuktuk Kelurahan No.10, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.675948912054753,98.85701964518476,,3.3,194.0,515,Hotel bintang 2,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdjKVchkflDIXM868IAq8bgo_a1YgTWEsoYMIgTX5ylqX248mzCySrJwzh9or6p8O0-UeSMs43mx26Gibf_BlbMN0E58Bsb2h3mnaDj-Q-qW-LLn4puTosUgplmkIosdtAECJ0=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Ambaroba%20Hotel&query_place_id=ChIJ-Rsa9RvqMTARrNuv_CaNGD4,https://www.google.com/maps/search/?api=1&query=Ambaroba%20Hotel&query_place_id=ChIJ-Rsa9RvqMTARrNuv_CaNGD4,0,8.811572054385836,65,12102.0,0,0,183.3636363636364,17.400898543260364,2.641025641025641,5.272999558563747,183.3636363636364,0.6693732162215984,0.3757225433526011,0.5199793761278679,0.3985670404291352,0.25707011474629,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),37.57225433526011,74.81172864976678,63.54129571086371,32.99999999999999,99.30017757621798,4.666666666666667,51.98342212144232,52.21666521720552,Sangat Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Sibigo Cottage,Hotel,"Jl. Lkr. Tuktuk, Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.669458129113689,98.8617148641533,,4.0,326.0,1644,Hotel bintang 2,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8-dsfb4B51XJpl2zAtKS0rOKAzl3_AT2UlGeAQNVU74cWb0GwGRE-7PBVnC63iB64MdmUZvOG0RkyLH-yMWanGbB9BRX-XPnPMIFoTCzfHqFtmWw5x3Y0GFFClPzMPKyk4DM=w408-h256-k-no,https://instagram.com/sibigo_cottage?igshid=YmMyMTA2M2Y=,https://www.google.com/maps/search/?api=1&query=Sibigo%20Cottage&query_place_id=ChIJL6mLryHrMTARraperkfr8bY,https://www.google.com/maps/search/?api=1&query=Sibigo%20Cottage&query_place_id=ChIJL6mLryHrMTARraperkfr8bY,1,8.171923767120248,48,5779.0,0,0,117.93877551020408,23.15984068358901,5.027522935779817,5.7899601708972535,117.93877551020408,0.4305382410934686,0.2774566473988439,0.248302827189138,0.5304754312037273,1.1249130626802262,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),27.74566473988439,76.64019178085339,69.77083295514515,40.0,96.93764719852447,4.666666666666667,50.80215693259557,55.70245214401898,Sangat Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Marina cottage,Hotel,"Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.657199492456684,98.85574319239724,,4.8,17.0,39,Hotel bintang 2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ae/7d/52/marina-cottages.jpg?w=1900&h=1400&s=1,,https://www.google.com/maps/search/?api=1&query=Marina%20cottage&query_place_id=ChIJBVfA5qvpMTARUNKZNm9jWxA,https://www.google.com/maps/search/?api=1&query=Marina%20cottage&query_place_id=ChIJBVfA5qvpMTARUNKZNm9jWxA,0,8.760457029611462,7,84.0,0,0,10.5,13.87378443790159,2.1666666666666665,2.8903717578961645,10.5,0.0383304940374787,0.0404624277456647,0.0036091776230987,0.3177786014451502,0.6937222852375047,Pasar Tomok,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),4.046242774566474,74.95784322570671,34.82988468765085,48.0,98.11147860743888,4.666666666666667,51.38907263705277,43.935620033860864,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Hotel Sedayu 2,Hotel,"Jl. Sisingamangaraja No.171, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",Kabupaten Simalungun,Sumatera Utara,2.670332075701376,98.93451714226516,9.0,4.1,298.0,525,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFu3UmtGXFfKQwgSbmKUPNCDWfeuuh202MjG-Q0V-AZh1PNFqcPm5KUSmMyR2Ing1F9hRG2Ai7zxkJin028rs7ALuK2zUquH22YuaaUVHkwmTTqs_tj7ypDOgN7Fc-qlpTxHDAS=w408-h272-k-no,https://www.reddoorz.com/id-id/hotel/indonesia/simalungun-parapat/parapat/girsang/reddoorz-near-pantai-bebas-parapat?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,https://www.google.com/maps/search/?api=1&query=Hotel%20Sedayu%202&query_place_id=ChIJrZ60XgPsMTARkngLXsC1f-4,https://www.google.com/maps/search/?api=1&query=Hotel%20Sedayu%202&query_place_id=ChIJrZ60XgPsMTARkngLXsC1f-4,0,1.214578007481579,4,596.0,0,0,119.2,23.37181865090181,1.7558528428093645,5.700443573390687,119.2,0.4351423704064253,0.0231213872832369,0.025607974563891,0.535330779958161,1.0470179909954014,Tempat Pengasingan Soekarno,2,4,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),2.312138728323699,96.5280746455175,68.69212992662747,41.0,97.14970108865072,1.3333333333333337,49.24151721099202,61.32370819021973,Sangat Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Pantai sionggang,Hotel,"HX6J+2MM, Sionggang Sel., Kec. Lumban Julu, Toba, Sumatera Utara 22386, Indonesia",Toba,Sumatera Utara,2.5600834244013564,98.9816690804162,,4.8,5.0,5,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNx_wjbfVWbw8lGWlgyv6Qsc18ja47E4Eu3jkm5DjCT-3HH3XU497jUNP5bqguMxYdwhkW5-5XEt3vkFiaf-B_H4QiUXZ-WwEM3IXRLU5j2wN7W7duZ2nRWw1xGIju5lg3tAqM=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Pantai%20sionggang&query_place_id=ChIJ1yFQshHlMTARV6WaN9DAnnA,https://www.google.com/maps/search/?api=1&query=Pantai%20sionggang&query_place_id=ChIJ1yFQshHlMTARV6WaN9DAnnA,0,12.217687283712603,0,0.0,1,0,0.0,8.600445452294663,0.8333333333333334,1.791759469228055,0.0,0.0,0.0,0.0,0.1969929358401413,5.453038307497652,Pondok Wisata Lagundi Samosir,0,-1,Blue Ocean (Potensial/Sepi),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),0.0,65.07519649444704,21.59126262244,68.0,85.15518426132299,0.0,42.57759213066149,34.42482198706385,Perlu Kajian,2,Tourism Hub / Market Leader
Danau Toba,Tuk-tuk View Inn,Hotel,"MVC6+64C, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6705539727522143,98.86028114102078,,3.2,85.0,120,Hotel bintang 2,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLg9PivXfcLX6uBzu_0EiRmutBzLx5ZRtq2J-tvtYIKA-Pl2xgoXFprhChIqWF4FLMu5jmpxaF_Nkb66IMbMJaMkK9CoibYTXTSFDqJdBCaipsln5GafvheGBhPbaHBDydReI=w408-h306-k-no,http://tuktukviewinn.zoombookdirect.com/,https://www.google.com/maps/search/?api=1&query=Tuk-tuk%20View%20Inn&query_place_id=ChIJtbdYhiHqMTARJiDDDgItQP0,https://www.google.com/maps/search/?api=1&query=Tuk-tuk%20View%20Inn&query_place_id=ChIJtbdYhiHqMTARJiDDDgItQP0,0,8.349592318897106,56,6987.0,1,0,122.57894736842104,14.253911348011224,1.3953488372093024,4.454347296253507,122.57894736842104,0.4474772963072079,0.3236994219653179,0.3002062387213199,0.3264853965093941,0.9269112028312924,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),32.369942196531795,76.13231830890793,53.67627962161693,52.0,97.47666800850692,4.666666666666667,51.0716673375868,48.78148149205122,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Maruba inn tuk tuk,Hotel,"Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6748272085765024,98.85787504890308,15.0,4.6,37.0,95,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSlwuRTUkY8hjgURETLmFHnTkV-rVGmNf5wCy_zfACxUVhqzZWrcNRWxYJT0OhqMIok2oWdi7fttwVzm2nhaD6vVbMCY-0-N0Dq7SRsnbeB_eYh3d4eh3kwO2YwRnvTpnu_GZDPw=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Maruba%20inn%20tuk%20tuk&query_place_id=ChIJcwC1QD7rMTARUc36TTWKcH0,https://www.google.com/maps/search/?api=1&query=Maruba%20inn%20tuk%20tuk&query_place_id=ChIJcwC1QD7rMTARUc36TTWKcH0,0,8.693161652749795,65,12259.0,0,0,185.74242424242425,16.732896334741373,2.5,3.6375861597263857,185.74242424242425,0.6780570366601036,0.3757225433526011,0.5267251009710406,0.3832664706000753,0.4036319785782205,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),37.57225433526011,75.15021005906469,43.83405219018759,46.0,98.90119195751976,4.666666666666667,51.783929312093214,44.341616247989926,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Summa Terra,Hotel,"MVG5+94Q, Jl. Lkr. Tuktuk, Kabupaten Samosir, Sumatera Utara, Indonesia",Kabupaten Samosir,Sumatera Utara,2.675955100968989,98.8578673408067,,5.0,5.0,6,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_jH-G3nY1r3VXbfCs7UvcJhLQlCC0tkL_XWULiT0rc9hdQI2ABNrU1Afirm456tY49dZ3fQKiSt3aGknk3fbYhTNbIQxYY0YuXZH-3ZqwZnfnZOl-4TMlL6XPXInV-zs4qpT2=w408-h271-k-no,,https://www.google.com/maps/search/?api=1&query=Summa%20Terra&query_place_id=ChIJy-SacXLrMTARpI3H7l8aS6A,https://www.google.com/maps/search/?api=1&query=Summa%20Terra&query_place_id=ChIJy-SacXLrMTARpI3H7l8aS6A,0,8.719411852896075,65,12291.0,0,0,186.22727272727272,8.958797346140274,1.0,1.791759469228055,186.22727272727272,0.679826987322729,0.3757225433526011,0.5281000257798402,0.2052009748334806,0.3436141089225861,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),37.57225433526011,75.07517269227004,21.59126262244,50.0,99.06457870923958,4.666666666666667,51.86562268795313,35.45400096028994,Perlu Kajian,2,Tourism Hub / Market Leader
Danau Toba,Emily Samosir Inn,Hotel,"Jl. Lkr. Tuktuk No.23, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6763909947484192,98.85635989153825,,4.8,28.0,39,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcqdhf8UnSQLe-H_LWpvEZ6D9A3x_3Na522mpC3Il6sqlSkjYhNyYcWmSq51KY4M2Ij1Ks_j4fmO5Ly9Iw0tasMyz8aqlclVH2ZIY5hN8K-wmhVNvYfcsdA1calv-Uil0wOii0_a0jVYg=w408-h306-k-no,https://trv.lk/aab68e1d,https://www.google.com/maps/search/?api=1&query=Emily%20Samosir%20Inn&query_place_id=ChIJx_9LMu_rMTARQM_8pXk-wAY,https://www.google.com/maps/search/?api=1&query=Emily%20Samosir%20Inn&query_place_id=ChIJx_9LMu_rMTARQM_8pXk-wAY,0,8.894240379463229,63,9046.0,0,0,141.34375,16.163019983935076,1.3448275862068966,3.367295829986474,141.34375,0.5159786444390366,0.3641618497109826,0.3886740568875139,0.3702134704928255,0.169386616115877,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),36.41618497109826,74.57541755893456,40.57696908615095,48.0,99.53887851816832,4.666666666666667,52.1027725924175,43.13508442686272,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Popys Penginapan,Guest House/Homestay,"MVG4+P3P, Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6768316617386123,98.85519058248896,,5.0,2.0,2,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9Xq5_2lcUxnU0c_FaQT3O3DtGLqYd-4gXkAG0WpC8PFVJM7iQlRSRRZoL01ghd2yGn4wXOxxZSfzKKFveEI84Ktug_3BSFYV1iz05DeQ-TXEIJ0kGeZr14_3aWfuDdPxaLf676A=w426-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Popys%20Penginapan&query_place_id=ChIJuTh3dNnrMTAR0x0dQVz6aTM,https://www.google.com/maps/search/?api=1&query=Popys%20Penginapan&query_place_id=ChIJuTh3dNnrMTAR0x0dQVz6aTM,0,9.02964689211221,50,8514.0,0,0,166.94117647058823,5.493061443340549,0.6666666666666666,1.0986122886681098,166.94117647058823,0.6094226446967207,0.2890173410404624,0.365815931941222,0.1258184016718841,0.0327290526378308,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),28.901734104046245,74.18835200898042,13.238622065210857,50.0,99.91090164266,4.666666666666667,52.28878415466334,32.92958106387481,Perlu Kajian,2,Tourism Hub / Market Leader
Danau Toba,Op Gloria Hannah PBB,Villa/Vacation Rental,"93W2+H69, Siregar Aek Nalas, Kec. Uluan, Toba, Sumatera Utara 22384, Indonesia",Toba,Sumatera Utara,2.396178454851587,99.05144773135962,,5.0,2.0,3,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGH3qmUOchJdtdPIQDWbCfVyPkXoL9ANzPqPE3vvuEYNJ5ZuN5zVIBPg7YeCVDksiYIVYPzGD64KDsijPt7xFTT6sGqrZmQvwmE4oYdmmeK4450foBgz7WOlU9MfnZbuohgmQAz=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Op%20Gloria%20Hannah%20PBB&query_place_id=ChIJiaAPKwADLjAR0devku8zDM8,https://www.google.com/maps/search/?api=1&query=Op%20Gloria%20Hannah%20PBB&query_place_id=ChIJiaAPKwADLjAR0devku8zDM8,0,32.018112970587104,0,0.0,0,0,0.0,5.493061443340549,1.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.1258184016718841,1.4214818746484714,Siregar Aek Nalas,1,-1,Blue Ocean (Potensial/Sepi),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),0.0,8.47479738599477,13.238622065210857,50.0,96.13029740209012,0.6666666666666667,48.3984820343784,21.509952913596816,Perlu Kajian,3,Luxury / Premium Segment
Danau Toba,hotel gondang sivali,Hotel,"JVV9+W98, Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.644773061376356,98.8684490807227,17.0,4.9,28.0,112,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOd0vBM1KxlkSsEoAq-eg1TF0qTpiGEGGJK8ZC98cUWXQkRmkbjBbWZqi9e1vdfw-g2memsdCOZ4W04qvKhprLwaE_gxHCxMPJrnUt8LZ-pgKMB3ldWrnwtdn2a347VvrAwcbaLPTKc_qT=w408-h306-k-no,http://www.gondangsivali.com/,https://www.google.com/maps/search/?api=1&query=hotel%20gondang%20sivali&query_place_id=ChIJKzNUOr3pMTARcrA3rpK_Khg,https://www.google.com/maps/search/?api=1&query=hotel%20gondang%20sivali&query_place_id=ChIJKzNUOr3pMTARcrA3rpK_Khg,0,7.525215926293434,7,1094.0,0,0,136.75,16.499749566933726,3.8620689655172415,3.367295829986474,136.75,0.4992090532976397,0.0404624277456647,0.0470052419008335,0.3779262511280928,1.0934560712794603,Sigale-Gale Pertama Di Tomok,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),4.046242774566474,78.48883496035974,40.57696908615095,49.00000000000001,97.02328262133004,4.666666666666667,50.84497464399836,46.77742274227519,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Merlyn Guesthouse,Guest House/Homestay,"Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.671545754180302,98.86127978768992,,4.1,35.0,59,Guest house,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/a8/e2/20/merlyn-guesthouse.jpg?w=1900&h=1400&s=1,https://merlynguesthouse-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,https://www.google.com/maps/search/?api=1&query=Merlyn%20Guesthouse&query_place_id=ChIJy1e-2CPqMTARpUhPdNIpEbQ,https://www.google.com/maps/search/?api=1&query=Merlyn%20Guesthouse&query_place_id=ChIJy1e-2CPqMTARpUhPdNIpEbQ,0,8.256249748175039,55,6880.0,0,0,122.85714285714286,14.69242764767005,1.6388888888888888,3.58351893845611,122.85714285714286,0.4484928554045131,0.3179190751445087,0.2956088338918965,0.3365295987269082,0.9272252141720984,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),31.79190751445087,76.39914220654667,43.18252524488,41.0,97.47581317488368,4.666666666666667,51.07123992077518,44.6950197640488,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Vandu's View Guest house Restaurant - Standard Double Room,Hostel & Other,Indonesia,,,2.6683777074160515,98.85909771685046,20.0,5.0,8.0,26,Rumah,https://static.cupid.travel/hotels/572290604.jpg,https://br.bluepillow.com/search/6398fdcec551970d3c7630e9/906005902?dest=bkng&cat=House&lat=2.66839&lng=98.85909&language=pt,https://www.google.com/maps/search/?api=1&query=Vandu's%20View%20Guest%20house%20Restaurant%20-%20Standard%20Double%20Room&query_place_id=ChIJiYj1MSDqMTAR_6pfvT3akA8,https://www.google.com/maps/search/?api=1&query=Vandu's%20View%20Guest%20house%20Restaurant%20-%20Standard%20Double%20Room&query_place_id=ChIJiYj1MSDqMTAR_6pfvT3akA8,0,8.446320578923661,49,6552.0,1,0,131.04,10.986122886681098,2.888888888888889,2.19722457733622,131.04,0.4783645655877346,0.2832369942196531,0.2815158546017015,0.2516368033437683,1.0612010308844562,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),28.32369942196532,75.85581626753019,26.477244130421717,70.0,97.11109057431088,4.666666666666667,50.888878620488775,38.196354549624814,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Reggae Guest House - Double Room with Lake View,Hostel & Other,Indonesia,,,2.6773205993263027,98.85090878325144,21.0,5.0,8.0,26,Rumah,https://static.cupid.travel/hotels/239188414.jpg,https://br.bluepillow.com/search/639889c7c551970d3c71eb55/249319404?dest=bkng&cat=House&lat=2.67732&lng=98.85091&language=pt,https://www.google.com/maps/search/?api=1&query=Reggae%20Guest%20House%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJTxPXkhDqMTARH-gRae5yseI,https://www.google.com/maps/search/?api=1&query=Reggae%20Guest%20House%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJTxPXkhDqMTARH-gRae5yseI,0,9.507380971573395,24,6701.0,1,0,268.04,10.986122886681098,2.888888888888889,2.19722457733622,268.04,0.9784862496957906,0.1387283236994219,0.2879178482426742,0.2516368033437683,0.450964981255141,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),13.872832369942197,72.8227278555999,26.477244130421717,70.0,98.77233724140102,4.666666666666667,51.719501954033845,39.2840105725046,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Hariara Guest House - Double Room with Garden View,Hostel & Other,Indonesia,,,2.67694277376938,98.85511858117736,45.0,0.0,0.0,11,Rumah,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/758308552.jpg?k=ccd713b079b9a2dd25148ae32880ed6c7f4a72801d1565c59035e7bfd5140b74&o=&a=1538557,https://br.bluepillow.com/search/69499c785c042e01baccb6b1?dest=bkng&cat=House&lat=2.67694&lng=98.85512&language=pt,https://www.google.com/maps/search/?api=1&query=Hariara%20Guest%20House%20-%20Double%20Room%20with%20Garden%20View&query_place_id=ChIJy7NscRfqMTARd1fqIqNYfaU,https://www.google.com/maps/search/?api=1&query=Hariara%20Guest%20House%20-%20Double%20Room%20with%20Garden%20View&query_place_id=ChIJy7NscRfqMTARd1fqIqNYfaU,0,9.041304229000357,49,8177.0,1,0,163.54,0.0,11.0,0.0,163.54,0.5970065709418354,0.2832369942196531,0.351336255048552,0.0,0.0191731418951187,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),28.32369942196532,74.15502899204911,0.0,20.0,99.94780492222598,4.666666666666667,52.30723579444633,27.690806594547187,Perlu Kajian,0,Isolated Eco-Tourism
Danau Toba,Homestay Christhy,Villa/Vacation Rental,"Jl. Tomok, Ambarita, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6582315065859583,98.85548190235856,,4.8,10.0,19,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM4T0wSbN8dP2_khw8X9-v3UxA_-nyjnrFgZ0kQalTWHci0yV8sEuBbXuqpeWFvjv7bYnpsXVuCTy4pWjYrD4ErwcrZjVEMzcb3DbQmCa-2OloK1IVDLvrfYJU5uAE1EEMkAqv1Q=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Homestay%20Christhy&query_place_id=ChIJF5hqWfLpMTAR6_u7c3AWAR0,https://www.google.com/maps/search/?api=1&query=Homestay%20Christhy&query_place_id=ChIJF5hqWfLpMTAR6_u7c3AWAR0,0,8.789487828615142,7,91.0,0,0,11.375,11.509897309432178,1.7272727272727273,2.3978952727983707,11.375,0.0415247018739352,0.0404624277456647,0.0039099424250236,0.2636338402214548,0.7893127227271064,Pasar Tomok,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),4.046242774566474,74.87485739317815,28.895388842790755,48.0,97.85125259197854,4.666666666666667,51.25895962932261,41.50619062709207,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Ceria Homestay,Guest House/Homestay,"Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.6709917117960087,98.86153231652904,,5.0,36.0,21,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1Nj3gUGlK189MgAMEseVhxoUs2vYUJVeMwXnDHGO4niwCmi4DU_Xyufn9F7BF0jy1xWmvTj53DUuJ8uSH4t4D63NxZKmxvqYD0sLeFQIhVZFeTC-2aFFOImTMgaixdMtyQFEIuw=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Ceria%20Homestay&query_place_id=ChIJT6TT0MXrMTARjkHE9cn0kFw,https://www.google.com/maps/search/?api=1&query=Ceria%20Homestay&query_place_id=ChIJT6TT0MXrMTARjkHE9cn0kFw,0,8.218131013042385,55,6879.0,0,0,122.83928571428572,18.05458956322112,0.5675675675675675,3.610917912644224,122.83928571428572,0.4484276674894834,0.3179190751445087,0.2955658674916215,0.4135398129289652,0.988352773605832,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),31.79190751445087,76.50810630944713,43.51269146274623,50.0,97.30940551273667,4.666666666666667,50.98803608970167,44.82391792245334,Direkomendasikan,2,Tourism Hub / Market Leader
Danau Toba,Lilis Homestay,Guest House/Homestay,"Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia",Kabupaten Samosir,Sumatera Utara,2.670962904878442,98.86144540027723,,4.6,15.0,9,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVMS63_wG5vxySDJPVuMdR1tceQy6kOyGBIFDtt-oA6uvTwkPrm3DEPOi6dKY9hyKOR3P8w4i8Hzvht0X9LJH1g6UrOE3FtVK6FrH2xL6DCgvNgjHGGQmSW878WWXnIKEELrdtPvRFVP3A=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Lilis%20Homestay&query_place_id=ChIJ33-mHb3rMTARBAp-puXABgc,https://www.google.com/maps/search/?api=1&query=Lilis%20Homestay&query_place_id=ChIJ33-mHb3rMTARBAp-puXABgc,0,8.226110565027396,55,6900.0,0,0,123.21428571428572,12.753908122302992,0.5625,2.772588722239781,123.21428571428572,0.4497966137051076,0.3179190751445087,0.2964681618973962,0.2921278692346751,0.9831258848144224,Tuk-Tuk,7,2,Red Ocean (Padat/Jenuh),-0.3046761970777883,0.0501555848196917,-0.3122789333733995,-0.0066452511924176,0.1892666922868142,0.0886998907866845,OLS (Global),31.79190751445087,76.48529640453899,33.410562228916575,46.0,97.32363468125146,4.666666666666667,50.99515067395907,40.780638623217065,Direkomendasikan,2,Tourism Hub / Market Leader
