destinasi;nama_hotel;jenis;alamat;kota;provinsi;latitude;longitude;harga;rating;jumlah_ulasan;jumlah_foto;kasta_bintang;foto_url;website;maps_url;google_maps_link;fasilitas_sarapan;jarak_ke_pusat_km;saingan_radius_1km;total_demand_area;is_nature_view;is_premium;log_ulasan;rating_norm;log_ulasan_x_rating;indeks_investasi;skor_popularitas;foto_per_ulasan;indeks_investasi_clipped;jarak_ke_atraksi_terdekat_km;nama_atraksi_terdekat;jumlah_atraksi_radius_5km;klaster_dbscan;status_ocean;koef_jarak_ke_pusat_km;koef_saingan_radius_1km;koef_foto_per_ulasan;koef_jarak_ke_atraksi_terdekat_km;koef_jumlah_atraksi_radius_5km;r2_lokal;model_dipakai;competition_score;accessibility_score;demand_score;quality_score;jarak_atraksi_score;kepadatan_atraksi_score;ecosystem_score;opportunity_score;rekomendasi_investasi;cluster_label;market_segment;Segmen;Tema_Nama
Danau Toba;Hariara Guest House;Guest House/Homestay;Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia;Kabupaten Samosir;Sumatera Utara;2.676934577;98.85528493;36;4.5;83;209;Hotel bintang 1;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/19/20/9e/hariara.jpg?w=1900&h=1400&s=1;;https://www.google.com/maps/search/?api=1&query=Hariara%20Guest%20House&query_place_id=ChIJ-Rsa9RvqMTARKP8trNTvxBA;https://www.google.com/maps/search/?api=1&query=Hariara%20Guest%20House&query_place_id=ChIJ-Rsa9RvqMTARKP8trNTvxBA;0;9.022710257;50;8433;0;0;4.430816799;0.9;3.588961607;165.3529412;19.93867559;2.488095238;165.3529412;0.037736944;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);76.92307691;73.96998502;58.47500147;45;99.61500337;99.99999986;99.80750161;60.43394038;Sangat Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Lina Guest House;Hotel;MVC6+RG8, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.672035761;98.86134729;;5;10;19;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBj39231RyX2gFV30Xw__4o_6b1tfsj5o_dwOuOUwT8XT7QZlz2FcbYJzv3CIK-N6f8x2YXiLxqc6ALIDDPQwHNGXNYyZ2QSVwB7PC9ECNvkOL_LStf2yUSZglE78Ld3mVFzA=w506-h240-k-no;;https://www.google.com/maps/search/?api=1&query=Lina%20Guest%20House&query_place_id=ChIJ9waXJADrMTARzBpa1wwa5w8;https://www.google.com/maps/search/?api=1&query=Lina%20Guest%20House&query_place_id=ChIJ9waXJADrMTARzBpa1wwa5w8;0;8.257282996;57;7554;0;0;2.397895273;1;2.397895273;130.2413793;11.98947636;1.727272727;130.2413793;0.899211706;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);87.69230768;76.1781999;39.06894109;50;90.82613894;99.99999986;95.4130694;50.71790647;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Hisar's Guest House;Guest House/Homestay;MVC6+WG8, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia;Kabupaten Samosir;Sumatera Utara;2.672292032;98.86130328;17;4.3;55;181;Guest house;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b4/3a/94/batak-huisjes-van-hisar.jpg?w=1900&h=1200&s=1;;https://www.google.com/maps/search/?api=1&query=Hisar's%20Guest%20House&query_place_id=ChIJg3hYySPqMTAR2Jt6F9dzZ7s;https://www.google.com/maps/search/?api=1&query=Hisar's%20Guest%20House&query_place_id=ChIJg3hYySPqMTAR2Jt6F9dzZ7s;0;8.264752746;58;11526;0;0;4.025351691;0.86;2.97715011;195.3559322;17.30901227;3.232142857;195.3559322;0.879474248;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);89.23076922;76.15665009;48.50674823;43;91.02750274;99.99999986;95.5137513;54.36507778;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Bernard Guest House;Hotel;Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.671979751;98.8607311;13;4.4;95;168;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqzeT3MKMDEPIrdgRJ2YaP0BBiljxTuPbSWRQCBggYjgIHHybrn4jlUxnbLJ1Ar1DNYE0KoWM0BAI-uyiDjfIqvMNitYLv4wK1klLMKMxWNm4_loBtuhsfYeqxIRVhcf_5xAT0kLdMxKY=w408-h544-k-no;;https://www.google.com/maps/search/?api=1&query=Bernard%20Guest%20House&query_place_id=ChIJ-Rsa9RvqMTARDymttV-8qGA;https://www.google.com/maps/search/?api=1&query=Bernard%20Guest%20House&query_place_id=ChIJ-Rsa9RvqMTARDymttV-8qGA;0;8.323164899;59;11486;0;0;4.564348191;0.88;3.534631239;191.4333333;20.08313204;1.75;191.4333333;0.85006666;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);90.76923076;75.98813429;57.58979603;44;91.32752234;99.99999986;95.6637611;57.85575053;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Samosir Cottages Resort;Hotel;Jl lingkar Tuk Tuk Lake Toba, samosir island, Sumatera Utara, 22395, Indonesia;Sumatera Utara;Sumatera Utara;2.677312656;98.85391197;21;4.3;4017;10210;Hotel bintang 3;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyZM6la5flDSKyY0PiSsRcRMWXuGHMwsw5AoWZCO7mGda--2I5tu43JGGVoHUqqye-YyrBUjGobt6Yoxf-mmSgLNW8B53BMgfG4xCAa5fMj61O6oPGhVroe4wxEfrXKPmSOFHQmTNChm0J=w408-h306-k-no;http://samosircottages.com/;https://www.google.com/maps/search/?api=1&query=Samosir%20Cottages%20Resort&query_place_id=ChIJF1i7MxrqMTARBvzfd8PzMc0;https://www.google.com/maps/search/?api=1&query=Samosir%20Cottages%20Resort&query_place_id=ChIJF1i7MxrqMTARBvzfd8PzMc0;0;9.180081937;35;3761;0;1;8.298539545;0.86;6.137599848;104.4722222;35.68372005;2.541065207;104.4722222;0.120069778;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);53.84615384;73.51597652;99.99999984;73;98.77503434;99.99999986;99.3875171;79.13483498;Sangat Direkomendasikan;0;Strategic Hotspot (High Density);Premium (Resort/Villa);Nama Standar
Danau Toba;Samosir Villa Resort;Hotel;Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia;Kabupaten Samosir;Sumatera Utara;2.667958811;98.86024128;26;4.3;1911;5623;Hotel bintang 3;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPtP-U3K7zkTZsvSOty0wahF8Q6iCQuW1CSITi39WdvmOFlUQm6uh66ovCjnU4Swy_8UEubFsIiRJqwiVK8bMGklZIldwblb69COVaDY6yTr9S0l2dtBSZHBU56a6aY9hr2FP7xA=w427-h240-k-no;;https://www.google.com/maps/search/?api=1&query=Samosir%20Villa%20Resort&query_place_id=ChIJ4ygx9yDqMTARdIw0HCWK4TA;https://www.google.com/maps/search/?api=1&query=Samosir%20Villa%20Resort&query_place_id=ChIJ4ygx9yDqMTARdIw0HCWK4TA;0;8.314875515;46;4166;0;0;7.555905094;0.86;5.588347407;88.63829787;32.4903919;2.940899582;88.63829787;1.163557084;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);70.76923076;76.0120487;91.05102217;43;88.12925704;99.99999986;94.06462845;72.76528407;Sangat Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Tiara Bunga Hotel;Hotel;Jl. Raya TaraBunga, Tara Bunga, Kec. Tampahan, Toba, Sumatera Utara 22312, Indonesia;Toba;Sumatera Utara;2.362878252;99.03086031;39;4.3;472;2229;Hotel bintang 3;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/00/3a/hotel-signboard.jpg?w=1900&h=1400&s=1;;https://www.google.com/maps/search/?api=1&query=Tiara%20Bunga%20Hotel&query_place_id=ChIJq6qqqqYELjAR-zigkhogd_c;https://www.google.com/maps/search/?api=1&query=Tiara%20Bunga%20Hotel&query_place_id=ChIJq6qqqqYELjAR-zigkhogd_c;0;34.66271633;0;0;0;0;6.159095388;0.86;4.555266949;0;26.48411017;4.712473573;0;4.976369689;Pantai BUL BUL;1;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;2.88E-08;74.21902788;43;49.23050509;14.28571427;31.75810968;39.21504406;Perlu Kajian;1;Luxury / Premium Segment;Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Toba Beach Hotel;Hotel;Jalan Pangambatan, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia;Kabupaten Samosir;Sumatera Utara;2.639842156;98.87265266;26;4.2;523;1186;Hotel;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/21/93/02/quite-surprisingly-this.jpg?w=1900&h=1400&s=1;https://www.tobabeachhotel.com/;https://www.google.com/maps/search/?api=1&query=Toba%20Beach%20Hotel&query_place_id=ChIJAzA8Z6TpMTARpXqqP02rY2w;https://www.google.com/maps/search/?api=1&query=Toba%20Beach%20Hotel&query_place_id=ChIJAzA8Z6TpMTARpXqqP02rY2w;0;7.21434453;4;272;1;0;6.261491684;0.84;4.418108532;54.4;26.29826507;2.263358779;54.4;1.817232771;Sigale-Gale Pertama Di Tomok;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);6.153846153;79.18701911;71.98430388;62;81.46038264;99.99999986;90.73019125;71.23479813;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;Pantai Pasir Putih Pandua;Hotel;CVMJ+FRJ, Desa, Sibonor Ompu Ratus, Kecamatan Nainggolan, Kabupaten Samosir, Sumatera Utara 22394, Indonesia;Kabupaten Samosir;Sumatera Utara;2.433720396;98.88202158;;3.9;29;60;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGetzBCZytt56Gdll1VzfNz-m3L4hYTbInSIi_BTjKAnFwgAC-hx0ukFysfDywwgNPlx6Y5PA323boPOZKH-b1x0WJskjjJVIgFpLpdSddc1He9ELQgztFuIfrKYDdiT_8xEzQAbw=w408-h306-k-no;;https://www.google.com/maps/search/?api=1&query=Pantai%20Pasir%20Putih%20Pandua&query_place_id=ChIJY5leDLrhMTAR2pR9roW0y-I;https://www.google.com/maps/search/?api=1&query=Pantai%20Pasir%20Putih%20Pandua&query_place_id=ChIJY5leDLrhMTAR2pR9roW0y-I;0;25.76525721;0;0;1;1;3.401197382;0.78;2.069288487;0;13.26466979;2;0;0.056326614;Pandua beach;1;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;25.6686725;33.71494615;89;99.42534942;14.28571427;56.85553184;35.67637251;Perlu Kajian;2;Tourism Hub / Market Leader;Premium (Resort/Villa);Mengandung Unsur Alam
Danau Toba;TOBA MANSION AND VILLAS RETREAT;Villa/Vacation Rental;Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.638056527;98.87361502;44;4.4;57;214;Vila;https://images.trvl-media.com/lodging/101000000/100040000/100032500/100032450/6a800d00_z.jpg;http://www.tobaretreat.com/;https://www.google.com/maps/search/?api=1&query=TOBA%20MANSION%20AND%20VILLAS%20RETREAT&query_place_id=ChIJlWTjwKXpMTARAQldL5xQNN4;https://www.google.com/maps/search/?api=1&query=TOBA%20MANSION%20AND%20VILLAS%20RETREAT&query_place_id=ChIJlWTjwKXpMTARAQldL5xQNN4;0;7.178793383;3;551;0;1;4.060443011;0.88;3.144407067;137.75;17.86594925;3.689655172;137.75;2.035918498;Sigale-Gale Pertama Di Tomok;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);4.615384615;79.28958218;51.23186816;74;79.22932573;99.99999986;89.61466279;62.77352408;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Premium (Resort/Villa);Nama Standar
Danau Toba;Vandu's View Guest house Restaurant - King Room with Lake View;Hostel & Other;Indonesia;;;2.668388587;98.85909083;24;5;8;26;Rumah;https://static.cupid.travel/hotels/572290604.jpg;https://br.bluepillow.com/search/6398fdcec551970d3c7630e9/906005906?dest=bkng&cat=House&lat=2.66839&lng=98.85909&language=pt;https://www.google.com/maps/search/?api=1&query=Vandu's%20View%20Guest%20house%20Restaurant%20-%20King%20Room%20with%20Lake%20View&query_place_id=ChIJiYj1MSDqMTARC_sVv7bPDeA;https://www.google.com/maps/search/?api=1&query=Vandu's%20View%20Guest%20house%20Restaurant%20-%20King%20Room%20with%20Lake%20View&query_place_id=ChIJiYj1MSDqMTARC_sVv7bPDeA;0;8.446320579;49;6552;1;0;2.197224577;1;2.197224577;131.04;10.98612289;2.888888889;131.04;1.061201031;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);75.38461537;75.63283704;35.79941065;70;89.17350525;99.99999986;94.58675255;50.2838959;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;Hub Tata Guesthouse - Double Room with Lake View;Hostel & Other;Indonesia;;;2.677208151;98.85078399;25;5;16;51;Rumah;https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/466893709.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80;;https://www.google.com/maps/search/?api=1&query=Hub%20Tata%20Guesthouse%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJbx6HkhDqMTAR-OJZjjk3SPo;https://www.google.com/maps/search/?api=1&query=Hub%20Tata%20Guesthouse%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJbx6HkhDqMTAR-OJZjjk3SPo;0;9.518907459;24;6693;1;0;2.833213344;1;2.833213344;267.72;14.16606672;3;267.72;0.464514133;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);36.92307692;72.53848381;46.16158449;70;95.26097348;99.99999986;97.63048667;58.56916887;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;Reggae Guest House - Twin Room with Lake View;Hostel & Other;Indonesia;;;2.677331338;98.85090981;18;5;8;26;Rumah;https://static.cupid.travel/hotels/239188414.jpg;https://br.bluepillow.com/search/639889c7c551970d3c71eb55?dest=bkng&cat=House&lat=2.67732&lng=98.85091&language=pt;https://www.google.com/maps/search/?api=1&query=Reggae%20Guest%20House%20-%20Twin%20Room%20with%20Lake%20View&query_place_id=ChIJTxPXkhDqMTAR5nmCHYzaU-c;https://www.google.com/maps/search/?api=1&query=Reggae%20Guest%20House%20-%20Twin%20Room%20with%20Lake%20View&query_place_id=ChIJTxPXkhDqMTAR5nmCHYzaU-c;0;9.507380972;24;6701;1;0;2.197224577;1;2.197224577;268.04;10.98612289;2.888888889;268.04;0.450964981;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);36.92307692;72.57173709;35.79941065;70;95.39920349;99.99999986;97.69960167;54.45168449;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;Romlan - Double Room with Lake View;Hostel & Other;Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.673156036;98.86055342;16;4.75;8;26;Rumah;https://static.cupid.travel/hotels/221434599.jpg;https://br.bluepillow.com/search/594390ff7c00cb0e643907a2?dest=bkng&cat=House&lat=2.67315&lng=98.86055&language=pt;https://www.google.com/maps/search/?api=1&query=Romlan%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJ59L-UCLqMTAR7BEJW7RFeBs;https://www.google.com/maps/search/?api=1&query=Romlan%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJ59L-UCLqMTAR7BEJW7RFeBs;0;8.365969472;59;11573;1;0;2.197224577;0.95;1.982995181;192.8833333;10.43681674;2.888888889;192.8833333;0.754267156;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);90.76923076;75.86464549;32.30896811;67.5;92.30487987;99.99999986;96.15243986;47.86532523;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;TOBA RETREAT MANSION AND VILLAS - Grand Double Room;Villa/Vacation Rental;Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.638210696;98.87326539;72;0;0;26;Vila;https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/ex_729a930f_z.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80;https://www.freecancellations.com/search/F2cjQQEGGHUHV1BVXlkEEggLD0xhFgdC?lat=2.63824&lng=98.87327&language=de;https://www.google.com/maps/search/?api=1&query=TOBA%20RETREAT%20MANSION%20AND%20VILLAS%20-%20Grand%20Double%20Room&query_place_id=ChIJMRIxuaXpMTARg6H5pJcp14k;https://www.google.com/maps/search/?api=1&query=TOBA%20RETREAT%20MANSION%20AND%20VILLAS%20-%20Grand%20Double%20Room&query_place_id=ChIJMRIxuaXpMTARg6H5pJcp14k;0;7.207378134;3;608;0;1;0;0;0;152;0;26;152;1.997010529;Sigale-Gale Pertama Di Tomok;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);4.615384615;79.20711677;0;30;79.62626931;99.99999986;89.81313458;42.32382527;Perlu Kajian;3;Basic Accommodation;Premium (Resort/Villa);Nama Standar
Danau Toba;Hisar Guest House - Double Room with Lake View;Hostel & Other;Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara, Indonesia;Kabupaten Samosir;Sumatera Utara;2.672336459;98.86115573;19;5;8;26;Rumah;https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/508950710.jpg?k=a5e94ec3e0b0c064a8de9a4ee074b3dc0ad1aeaf40e4a2b7ac583156fae165a6&o=;https://br.bluepillow.com/search/6582e0866c560103cb44812d?dest=bkng&cat=House&lat=2.67233&lng=98.86117&language=pt;https://www.google.com/maps/search/?api=1&query=Hisar%20Guest%20House%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJba-OyiPqMTARUlHGhSDGFi0;https://www.google.com/maps/search/?api=1&query=Hisar%20Guest%20House%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJba-OyiPqMTARUlHGhSDGFi0;0;8.282186348;58;11573;1;0;2.197224577;1;2.197224577;196.1525424;10.98612289;2.888888889;196.1525424;0.863244556;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);89.23076922;76.10635512;35.79941065;70;91.19307993;99.99999986;95.5965399;49.29692033;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Danau Toba;Hotel Ardhana TigaRas;Hotel;RQ2J+Q7H, Jl. Tigaras, Togu Domu Nauli, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163, Indonesia;Kabupaten Simalungun;Sumatera Utara;2.801946647;98.78072278;;4.2;99;220;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNxcj_qJEej79qrwP-r_arEAVYGSUKPHCi2XLR8xhrAeC0YXGvl9qqo62aHxl8B4RZYFEmCsAG_Or8cWa39Hw2ddDVlcNgtfNKii5YfVDeQV7kgcAALiWlFm7HbRtzpEOPo3Bo=w426-h240-k-no;;https://www.google.com/maps/search/?api=1&query=Hotel%20Ardhana%20TigaRas&query_place_id=ChIJY-awg-2-MTARuglLl6oDU54;https://www.google.com/maps/search/?api=1&query=Hotel%20Ardhana%20TigaRas&query_place_id=ChIJY-awg-2-MTARuglLl6oDU54;0;23.30853375;14;607;0;0;4.605170186;0.84;3.249408083;40.46666667;19.34171478;2.2;40.46666667;0.087722;Objek Wisata Pantai Paris;4;1;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);21.53846154;32.75618242;52.94265118;42;99.10505009;57.14285706;78.12395357;49.01163687;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;op.Lamhot;Villa/Vacation Rental;CVM9+H4 Op Juaksa, Sibonor Ompu Ratus, Kecamatan Nainggolan, Kabupaten Samosir, Sumatera Utara 22394, Indonesia;Kabupaten Samosir;Sumatera Utara;2.433646613;98.86823769;;0;0;0;Tidak Ada Data;;;https://www.google.com/maps/search/?api=1&query=op.Lamhot&query_place_id=ChIJo7szRgDhMTARWgsLB1IoLZM;https://www.google.com/maps/search/?api=1&query=op.Lamhot&query_place_id=ChIJo7szRgDhMTARWgsLB1IoLZM;0;26.16289341;0;0;0;1;0;0;0;0;0;0;0;1.491277157;Pandua beach;1;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;24.52151428;0;30;84.78581923;14.28571427;49.53576675;19.76503288;Perlu Kajian;1;Luxury / Premium Segment;Premium (Resort/Villa);Nama Standar
Danau Toba;Dumasari Hotel;Hotel;Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395, Indonesia;Kabupaten Samosir;Sumatera Utara;2.669805915;98.85703319;28;3.7;268;681;Hotel bintang 2;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKKyh8oyAmWqYsDhVXof_kuYbCMF13kmVbuDp4ia-OD606hOeXP1fHOBrCcXLdl8leSZ7291145B9gGd8lRn4rAKgnklAYRyn1ApEXFEPosFTe6uGoMBnBcu48icddG-a1_X0=w408-h284-k-no;;https://www.google.com/maps/search/?api=1&query=Dumasari%20Hotel&query_place_id=ChIJLxgSRCDsMTARpBOsX5pn7BE;https://www.google.com/maps/search/?api=1&query=Dumasari%20Hotel&query_place_id=ChIJLxgSRCDsMTARpBOsX5pn7BE;0;8.693139344;59;11313;0;0;5.59471138;0.74;3.063663951;188.55;20.7004321;2.531598513;188.55;0.831295904;Tuk-Tuk;7;2;Red Ocean (Padat/Jenuh);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);90.76923076;74.92077869;49.91631945;37;91.51902374;99.99999986;95.7595118;54.60161398;Direkomendasikan;0;Strategic Hotspot (High Density);Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Homestay Tuturta Siarsam-Samosir;Villa/Vacation Rental;Homestay Tuturta, Siarsam, Kabupaten Samosir, Sumatera Utara 22493, Indonesia;Kabupaten Samosir;Sumatera Utara;2.440544541;98.93668291;;4.3;14;135;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrc9pT2jBkcRRF17G0ODiHfuUp-Oeo8V_E6WXytRVQDBmaXPJtTc2FMYtIIE49mdzMo_JaNTr3NC_Y9AdenYsnJVIqXGRZDwCYSBOt20VUK3S3JSyvvJwfQa2JjTduiqhzA1S3=w408-h544-k-no;;https://www.google.com/maps/search/?api=1&query=Homestay%20Tuturta%20Siarsam-Samosir&query_place_id=ChIJO3a6a1XjMTARd2qF9RW1T7E;https://www.google.com/maps/search/?api=1&query=Homestay%20Tuturta%20Siarsam-Samosir&query_place_id=ChIJO3a6a1XjMTARd2qF9RW1T7E;0;24.337968;0;0;0;0;2.708050201;0.86;2.002873929;0;11.64461586;9;0;6.165470744;Pandua beach;0;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;29.78632211;32.63285283;43;37.09915961;0;18.5495798;24.5752795;Perlu Kajian;1;Luxury / Premium Segment;Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Simbolon fams;Villa/Vacation Rental;FX5P+M69, Unnamed Road, Onan Runggu, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara 22394, Indonesia;Kabupaten Samosir;Sumatera Utara;2.459179675;98.98560546;;5;1;0;Tidak Ada Data;;;https://www.google.com/maps/search/?api=1&query=Simbolon%20fams&query_place_id=ChIJbf0D_oHjMTARY9nsLI3GPzk;https://www.google.com/maps/search/?api=1&query=Simbolon%20fams&query_place_id=ChIJbf0D_oHjMTARY9nsLI3GPzk;0;22.97427426;0;0;0;0;0.693147181;1;0.693147181;0;3.465735903;0;0;6.415333683;Pondok Wisata Lagundi Samosir;0;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;33.72050236;11.29345667;50;34.55002921;0;17.27501461;16.44398752;Perlu Kajian;1;Luxury / Premium Segment;Budget (Homestay/Hotel Standar);Nama Standar
Danau Toba;Pelabuhan runggu tepian danau Toba;Villa/Vacation Rental;FX3H+C6G, Jalan pelabuhan, orang runggu, Kabupaten Samosir, 22394, Indonesia;Kabupaten Samosir;;2.453546471;98.97809045;;0;0;0;Tidak Ada Data;;;https://www.google.com/maps/search/?api=1&query=Pelabuhan%20runggu%20tepian%20danau%20Toba&query_place_id=ChIJvRtvZADjMTARQiqnmnhmFYY;https://www.google.com/maps/search/?api=1&query=Pelabuhan%20runggu%20tepian%20danau%20Toba&query_place_id=ChIJvRtvZADjMTARQiqnmnhmFYY;0;23.39336518;0;0;1;0;0;0;0;0;0;0;0;6.79761911;Pondok Wisata Lagundi Samosir;0;-1;Blue Ocean (Potensial/Sepi);-0.225694767;-0.04883714;-0.228094686;-0.015339216;0.219177256;0.099878389;OLS (Global);0;32.51144848;0;20;30.6499094;0;15.3249547;11.09977611;Perlu Kajian;1;Luxury / Premium Segment;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
